transaction_id,store_id,payment_method_id,voucher_id,user_id,original_amount,discount_applied,final_amount,created_at
55e34779-74de-4623-8180-cc22323e8e09,9,5,,,36.5,0.0,36.5,2025-01-01 07:06:02
2edc6e2c-4fae-420d-a4e2-e6ce913c45b8,2,1,,343981.0,56.0,0.0,56.0,2025-01-01 07:06:04
5034f3f0-1c7f-4cfe-b5fe-cb9b6207035d,4,4,,1122898.0,34.5,0.0,34.5,2025-01-01 07:06:08
3782f10b-4a68-4a8d-8b6b-0ee0a21cabc3,4,3,,365469.0,8.0,0.0,8.0,2025-01-01 07:06:14
74ef5a72-7069-4b78-afc5-912d4a4ca209,4,3,,1005587.0,16.0,0.0,16.0,2025-01-01 07:06:56
e435bfa4-b88a-4c4b-a868-548a0d321398,8,3,,1092469.0,6.0,0.0,6.0,2025-01-01 07:06:59
5802aacb-1aeb-421a-b0ec-02872297a65b,4,4,,385048.0,20.0,0.0,20.0,2025-01-01 07:07:07
b5bfaf08-f5ed-4944-8efd-1021a71d278b,6,4,,1000399.0,6.0,0.0,6.0,2025-01-01 07:07:18
3f4684dc-b6e7-4021-98c9-f5a406bb6125,2,3,,775104.0,20.0,0.0,20.0,2025-01-01 07:07:21
fa88fd7a-1612-46e2-b12e-4fc321cd8d75,3,2,,881034.0,8.0,0.0,8.0,2025-01-01 07:07:23
7a9ed9c0-1439-4199-b94c-ca93b09f6ab0,1,5,,1102708.0,35.0,0.0,35.0,2025-01-01 07:07:30
e5c4ab7d-14a1-4289-83ad-b0ded82b1ae2,8,4,,1127837.0,10.0,0.0,10.0,2025-01-01 07:07:32
4871bfac-2b2f-45ec-bddb-db62ee2b4938,6,2,,139514.0,36.0,0.0,36.0,2025-01-01 07:07:33
94935022-8e8b-441e-af05-6349ff391abc,4,1,,1127838.0,18.0,0.0,18.0,2025-01-01 07:07:40
28e0aefe-f3b0-4492-893c-da08e53380a3,10,4,,1127839.0,10.0,0.0,10.0,2025-01-01 07:07:43
db3aa907-b88d-4c61-aafc-cd8c098e9eb0,10,4,,1127840.0,46.0,0.0,46.0,2025-01-01 07:07:54
81702dba-4676-446b-a9ac-e81149907945,1,3,,140234.0,27.0,0.0,27.0,2025-01-01 07:07:55
80da260e-26ec-4953-8179-923189228c2c,8,1,,68503.0,58.5,0.0,58.5,2025-01-01 07:07:57
